,Submission Date,Instituição de ensino superior,"Se outra, qual?",Dentro da minha instituição sou,Idade,Orientação sexual,Caso queiras especificar:,Identidade de género,Caso queiras especificar:.1,Sou intersexo:,Indica o teu conhecimento sobre >> Temas LGBTI+,Indica o teu conhecimento sobre >> Iniciativas dinamizadas sobre temas LGBTI+ na tua faculdade,Indica o teu conhecimento sobre >> A importância da existência de casas de banho neutras,Tens um núcleo LGBTI+ na tua instituição?,Tens conhecimento de alguma iniciativa relacionada com casas de banho neutras na tua instituição?,"Uma casa de banho neutra, para mim, é...",Quão confortável te sentes a usar... >> a casa de banho feminina?,Quão confortável te sentes a usar... >> a casa de banho masculina?,Já usaste uma casa de banho neutra num espaço público?,Quão confortável te sentes ao usar...,Quão confortável achas que te sentirias ao usar...,Queres justificar a tua resposta à pergunta anterior?,A tua instituição tem casas de banho neutras?,Como funcionam e quantas há?,Já sofreste discriminação ao utilizar uma casa de banho pública?,Esse episódio de discriminação foi numa instituição de ensino superior?,Como seria para ti uma casa de banho neutra segura?,Há mais alguma coisa que gostarias de nos dizer?
341,2022/06/02 21:10:34,Outra,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,"Alune
Investigadore",30-39,Homossexual,,Homem cisgénero,,Não,3 - algum,2 - pouco,5 - muito,Sim,,"É uma casa de banho onde as condições de privacidade, higiene, acessibilidade e segurança estão asseguradas de maneira a que qualquer possa as possa utilizar, independentemente da sua identidade de género ou características corporais. Considero que a sua existência é essencial uma vez que a alocação de espaços em função de definições de género rígidas não servem a multiplicidade de manifestações da identidade e corporalidade humanas. É, para mim, por mais elementar respeito pelos direitos humanos, pela dignidade de cada pessoa, que o acesso livre a instalações sanitárias devem ser assegurado em instituições de educação. Isto até pelo papel pedagógico, formativo, emancipador e democrático que acredito ser o da Escola.",3 ,3 ,SIM,5,,"Uma casa de banho neutra é, bem vistas as coisas, a situação mais familiar que temos de uso de uma instalação sanitária: normalmente, em casa, toda a família e restantes visitantes de uma casa partilham uma mesma casa de banho. O que eu exijo de uma casa de banho é higiene, facilidade de acesso e privacidade, pelo que aquilo que me perturba no uso de casas de banho públicas é, genderizadas ou não, a ausência dessas mesmas condições que considero básicas. Aliás, num outro curso que tirei - na antiga Escola Superior de Enfermagem de Maria Fernanda Resende (Lisboa) - todas as casas de banho eram neutras e adaptadas a pessoas com deficiência. A questão do género nunca se colocou, porque todas as casas de banho eram organizadas em forma de cubículos, sem urinóis, isto é, seguindo a estrutura geral de casas de banho femininas, mas abertas a todos os géneros. Nunca houve problemas.",Não,,Não,,Teria vigilância e higienização frequentes. Organizada em cubículos individuais fechados. Com alguma forma de alarme em cada cubículo.,Não
342,2022/06/02 21:08:14,Outra,Universidade da Beira Interior,Alune,18-19,Homossexual,,Pessoa não-binária,,Não,5 - muito,5 - muito,5 - muito,Não sei,,"A gender neutral restroom would be a space where everyone could feel safe, a space where nobody would force a label onto themselves",2,4,SIM,5,,,Não,,Sim,Sim,"I like to think so, I hope that a gender neutral bathroom would make me feel safer in my institution",
343,2022/06/02 20:58:05,Outra,Universidade de Aveiro,Alune,22-23,Em questionamento,,Mulher cisgénero,,Não,5 - muito,2 - pouco,3 - algum,Não sei,,Para evitar a exclusão e preconceito para pessoas que não se identificam com o sexo biológico,5,1,NÃO,,4,"Sendo mulher, tenho receio que se torne de alguma forma perigoso por homens com alguma ma intenção entrarem e deixarem outros desconfortáveis. Mas sou totalmente a favor da ideia e compreendo a necessidade de existirem",Não tenho a certeza,,Não,,"Que fosse ""vigiada"" de alguma forma, não sei, mas seria imprescindível impedir que pessoas contra e com mas intenções entrassem e deixassem quem usa desconfortável",
344,2022/06/02 20:51:21,Outra,ISEG - Universidade de Lisboa,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,1 - nenhum,3 - algum,Não,,Penso que seja para pessoas que não se identificam com o género feminino ou masculino e que preferem não ter esse rótulo. Penso que também ajudará pessoas que se identifiquem com um género mas que tenham medo de serem rejeitadas por fisicamente não corresponderem a esse género e acharem que vão ser desrespeitadas.,5,nunca usei,NÃO,,1,,Não,,Não,,,
345,2022/06/02 20:48:19,Outra,ISEG-UL,Alune,20-21,Heteressexual,,Homem cisgénero,,,3 - algum,1 - nenhum,2 - pouco,Não,,A restroom comfortable for everyone,2,5,SIM,4,,,Não,,Sim,Não,There should be a clear barrier between urinols and the rest of the restroom. Because usually cis-women do not like to see cis-men urinating.,
346,2022/06/02 20:47:53,Outra,ESTC,Ex-alune,24-26,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,3 - algum,Não sei,Acho que não,Para todos,5,4,SIM,4,,,Não tenho a certeza,,Não,,Seria somente uma casa-de-banho mas sem urinóis em espaço aberto,
347,2022/06/02 20:44:56,Outra,Faculdade de Engenharia da Universidade do Porto,Alune,20-21,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,2 - pouco,4 - suficiente ,Não sei,,,3 ,nunca usei,SIM,4,,,Não,,Não,,,
348,2022/06/02 20:43:13,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Prefiro não responder,menos de 18,Bissexual/Pansexual,,Pessoa não-binária,,Não quero especificar,4 - suficiente ,3 - algum,5 - muito,Não,,,3 ,nunca usei,SIM,5,,,Não,,Prefiro não responder,,,
349,2022/06/02 20:42:01,Universidade de Lisboa - Faculdade de Ciências,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,5 - muito,1 - nenhum,4 - suficiente ,Não sei,,"Para todos mas principalmente para pessoas que não se sentem confortáveis com um rótulo, ou que se identificam com um género diferente do masculino e feminino com o objetivo de se sentirem confortáveis ao utilizar casas de banho públicas.",5,3 ,NÃO,,4,Poderia sentir-me desconfortável se houvessem maioritariamente homens.,Não tenho a certeza,,Não,,Divisórias completamente fechadas do chão ao teto,
350,2022/06/02 20:38:58,Universidade de Lisboa - Faculdade de Ciências,,Alune,18-19,Em questionamento,Tenho quase a certeza que sou bi mas questiono-me porque nunca estive com uma rapariga,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Sim,,"É para quem não se identifica com os géneros feminino e masculino, com o objetivo de criar um safe space para pessoas não-binárias.",5,nunca usei,NÃO,,4,,Não,,Não,,,
351,2022/06/02 20:35:18,Outra,Universidade do Minho,Alune,22-23,Em questionamento,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Não sei,,,5,4,SIM,4,,,Não,,Não,,,
352,2022/06/02 20:33:54,Outra,Instituto Superior de Economia e Gestão,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,1 - nenhum,5 - muito,Não,,"Para todes, de forma a descontruir a ideia binária e para que todes se sintam incluídes",5,nunca usei,NÃO,,3 ,"3 porque a pouca experiência que tenho de casas de banho de homens (de ver de fora etc) é que costumam estar + sujas e a cheirar pior, e tenho receio que as neutras fiquem um pouco assim se realmente todes usarem",Não,,Não,,,
353,2022/06/02 20:33:17,Universidade de Lisboa - Faculdade de Ciências,,Alune,22-23,Heteressexual,,Homem cisgénero,,Não,2 - pouco,3 - algum,3 - algum,Sim,Nao,Para alguem que não se identifique nem com o sexo masculino nem com o sexo feminino,nunca usei,5,NÃO,,5,,Não,,Não,,,
354,2022/06/02 20:32:40,Outra,Iscte - Instituto Universitário de Lisboa,Alune,20-21,Homossexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,"Sim, retiraram as placas identificativas do género em algumas casas de banho.",,4,2,SIM,5,,"Por ser uma mulher com aparência mais masculina sinto-me muitas vezes julgada nas casas de banho ""femininas""",Sim,"São casas de banho normais, apenas não têm identificação na porta",Sim,Não,,
355,2022/06/02 20:27:12,Universidade de Lisboa - Faculdade de Ciências,,Alune,20-21,Heteressexual,,Não me identifico com estas opções,Normal,Não,4 - suficiente ,1 - nenhum,1 - nenhum,Não sei,,Inútil,1,5,NÃO,,1,,Não,,Não,,,
356,2022/06/02 20:26:37,Outra,UBI -Universidade da Beira Interior,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,5 - muito,2 - pouco,5 - muito,Não,,"Para quem quiser usar, quem se se sentir à vontade com partilhar casa de banho independente do género ou orientação sexual ! 

O objetivo tem é que todes se sintam confortáveis e não tenha-o que ceder à pressão social de se ‘identificar’ e regular por determinado género.",5,1,NÃO,,4,,Não,,Não,,,
357,2022/06/02 20:26:31,Universidade de Lisboa - Faculdade de Ciências,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,4 - suficiente ,Sim,,"Acho que faz sentido criar uma casa de banho neutra para quem ainda está a tentar descobrir a sua identidade de género bem como a sua escolha sexual. Mas, acho que deve-se continuar a ter uma casa de banho para o sexo masculino e para o sexo feminino. Pelo menos falo por mim, se só houvesse casas de banho neutras não me ia sentir segura.",nunca usei,nunca usei,NÃO,,1,,Não,,Não,,,
358,2022/06/02 20:25:51,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,,Alune,18-19,Bissexual/Pansexual,,Não me identifico com estas opções,Genderqueer,Não,5 - muito,3 - algum,5 - muito,Não,,"Algo extremamente importante para qualquer pessoa que não se sinta confortável em casas de banho genderizadas, especialmente pessoas não cis",3 ,3 ,SIM,5,,,Não,,Não,,"Uma casa de banho igual a qualquer outra, mas sem separação por género

Considero também que seria melhor os urinóis estarem dentro de cubículos e não expostos como na casa de banho masculina",
359,2022/06/02 20:24:34,Universidade de Lisboa - Faculdade de Ciências,,Alune,18-19,Bissexual/Pansexual,,Homem cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Sim,,"É uma casa de banho nas quais as pessoas não binárias se sentem confortáveis em entrar, uma vez que a classificação da casa de banho não entra em conflito com a sua autodeterminação de género.",nunca usei,4,NÃO,,5,,Não,,Não,,,
360,2022/06/02 20:16:00,Outra,Instituto Superior de Ciências Sociais e Políticas - UL,Ex-alune,22-23,Em questionamento,Queer,Mulher cisgénero,,Não,5 - muito,2 - pouco,5 - muito,Não sei,,"Uma casa de banho para qualquer pessoa, independentemente da sua identidade de género. O seu objetivo é incluir todas as pessoas. O motivo passa pela prevenção de situações de discriminação ou algum tipo de violência  nas típicas casas de banho, para com pessoas trans e não binárias ou em questionamento identitário.",5,2,SIM,4,,,Não,,Não,,Penso que o mais seguro seja ter stalls individuais e não ter urinóis ao aberto,
361,2022/06/02 20:15:37,Outra,Faculdade de Medicina da Universidade de Lisboa,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Não sei,,"Para todos, de forma a não descriminar géneros.",5,3 ,NÃO,,3 ,"No caso das casas de banho públicas com muitas cabines, preocupa-me a possibilidade da ocorrência de atos de violência sexual ou outra.",Não tenho a certeza,,Não,,,
362,2022/06/02 20:15:23,Outra,Universidade de Lisboa - Faculdade de Letras,Ex-alune,27-29,Homossexual,Lésbica,Mulher cisgénero,,Não,5 - muito,2 - pouco,5 - muito,Não sei,"Como sou alumni, não estou muito a par do que se passa actualmente na FLUL. Penso ter visto um post relacionado com uma iniciativa da AE para conseguir convencer a direcção da faculdade a permitir que houvesse uma wc neutra","para todes, sobretudo para pessoas cuja segurança possa ser posta em causa por ter uma orientação sexual/identidade/expressão de género divergente da ideia comum e binária ainda existente na sociedade",5,4,SIM,5,,,Não tenho a certeza,,Sim,Não,gostava muito de responder a esta pergunta difícil mas não me surgem ideias :(,keep up the good work!
363,2022/06/02 20:14:46,Outra,Fernando pessoa,Ex-alune,mais de 50,Homossexual,,Homem cisgénero,,Não,5 - muito,4 - suficiente ,5 - muito,Não sei,,Para descompomplicar qualquer orientação,4,4,SIM,5,,,Não,,Não,,,
364,2022/06/02 20:10:48,Outra,Instituto superior de agronomia,Alune,20-21,Homossexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Não,,,5,nunca usei,SIM,4,,,Não,,Não,,,
365,2022/06/02 20:10:45,Outra,Universidade de Lisboa- Faculdade de Letras,Alune,22-23,Em questionamento,"Neste momento tenho uma relação homossexual, mas não gosto de me rotular.",Mulher cisgénero,,Não,5 - muito,3 - algum,5 - muito,Não sei,,igualdade,5,5,NÃO,,5,,Não,,Não,,onde há respeito há convivencia,
366,2022/06/02 20:08:19,Outra,Instituto superior de agronomia,Alune,20-21,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Não,,,5,3 ,NÃO,,5,,Não,,Não,,,
367,2022/06/02 20:07:51,Outra,Universidade Lusíada de Lisboa,Alune,20-21,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,1 - nenhum,3 - algum,Não,,,3 ,2,NÃO,,4,,Não,,Não,,,
368,2022/06/02 20:07:32,Universidade de Évora,,Alune,20-21,"Assexual
Em questionamento",,Não me identifico com estas opções,Em questionamento,Não,5 - muito,3 - algum,3 - algum,Não sei,Não,Permitir que todos estejam confortáveis com a sua identidade de género.,3 ,nunca usei,SIM,5,,"Normalmente, só existe uma casa de banho e entra uma pessoa de uma vez. Acho que não deixa ninguém desconfortável.",Não,,Não,,,
369,2022/06/02 18:09:51,Outra,Universidade Europeia,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,1 - nenhum,3 - algum,Não,,"para qualquer pessoa, com o objetivo de se sentirem confortáveis e livres de julgamentos",5,nunca usei,SIM,5,,Só eu estou na casa de banho naquele momento por isso não me importo que as pessoas antes ou depois de mim sejam diferentes de mim,Não,,Não,,,não obrigada :)
370,2022/06/02 18:01:25,Universidade de Coimbra,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,4 - suficiente ,Não sei,Não tenho conhecimento.,"Uma casa de banho para todes, inclusiva e que seria importante para qualquer pessoa, mas principalmente para pessoas trans, não binárias ...",5,nunca usei,SIM,5,,,Não,,Não,,,
371,2022/06/02 16:15:15,Universidade de Coimbra,,Alune,20-21,Heteressexual,,Homem trans,,Não,5 - muito,1 - nenhum,5 - muito,Não,Não existem,"Para todos, todos poderem se sentir confortáveis em fazer as suas necessidades, para uma maior inclusão das minorias",3 ,3 ,SIM,4,,,Não,,Prefiro não responder,,Com cubículos que assegurem a segurança de todos e lavatórios acessíveis a todos,
372,2022/06/02 16:03:47,Universidade de Coimbra,,Alune,22-23,Homossexual,,Homem cisgénero,,Não,5 - muito,3 - algum,5 - muito,Não sei,,Uma casa de banho,4,4,SIM,4,,,Não tenho a certeza,,Não,,,
373,2022/06/02 15:57:44,Universidade de Coimbra,,Alune,22-23,Bissexual/Pansexual,,Homem cisgénero,,Não,4 - suficiente ,2 - pouco,4 - suficiente ,Não sei,,"Importante para pessoas não-binárias e trans. Além disso, acho que ajuda a quebrar com a ideia de sexo binário.",nunca usei,3 ,SIM,5,,,Não,,Não,,Acho que teria que ter paredes do chão ao teto para cada privada para tornar o espaço seguro e acolhedor para mulheres que podem se sentir inseguras com o uso do mesmo banheiro por homens,
374,2022/06/02 15:19:59,Universidade de Lisboa - Faculdade de Ciências,,Alune,20-21,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,3 - algum,5 - muito,Sim,,,5,4,SIM,5,,,Não,,Não,,,
375,2022/06/02 14:18:37,Universidade de Coimbra,,Alune,20-21,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Não,,"Uma casa de banho em que pessoas não cisgenero ou em questionamento se sentem à vontade, como todas as outras pessoas têm direito!",5,2,NÃO,,5,,Não,,Não,,,
376,2022/06/02 13:51:25,Outra,Instituto Superior de Engenharia de Coimbra,Alune,24-26,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,1 - nenhum,5 - muito,Não,,,nunca usei,4,NÃO,,4,,Não,,Não,,,
377,2022/06/02 12:44:09,Universidade de Coimbra,,Alune,20-21,Homossexual,Lésbica,Mulher cisgénero,,Não,4 - suficiente ,5 - muito,5 - muito,Não sei,,"Essencial, de forma a tornar a universidade um lugar mais seguro e onde toda a gente se sinta bem.",5,3 ,NÃO,,4,,Não,,Não,,,
378,2022/06/02 11:35:25,Universidade de Lisboa - Faculdade de Ciências,,Alune,20-21,Homossexual,,Pessoa não-binária,,Não,5 - muito,5 - muito,5 - muito,Não sei,,,4,1,NÃO,,5,,Não,,Sim,Não,,
379,2022/06/02 10:51:02,Universidade de Coimbra,,Alune,22-23,Bissexual/Pansexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,5 - muito,Não sei,"Ainda que não tenha conhecimento de uma iniciativa, sempre me questionei se as casas de banho do andar de baixo do edifício II da minha faculdade (FPCEUC) tivessem como objetivo fazer de uma das casas de banho (existem 3) neutra. Isto porque as outras duas estão sinalizadas e a terceira não está. No entanto, também acredito que esta assunção possa provir da ideia positivista que quis dar à situação, e talvez não exista ali qualquer objetivo relacionado com dar um maior conforto/segurança/liberdade à comunidade estudantil da faculdade.","A existência de casas de banho neutras tem um papel fundamental na desconstrução do que são os conceitos de sexo e género, bem como a fluidez de género.",4,3 ,NÃO,,5,,Não tenho a certeza,,Não,,"Com todas as sanitas e/ou urinóis separadas por paredes, para que o layout seja indiferenciado, uma vez que existe o risco de pessoas não respeitosas usarem a casa de banho de uma forma incomodativa ou intimidatória.",
380,2022/06/02 08:53:14,Universidade de Coimbra,,Alune,22-23,Homossexual,,Mulher cisgénero,,Não quero especificar,4 - suficiente ,5 - muito,5 - muito,Não,,,4,3 ,NÃO,,5,,Não,,Sim,Não,,
